b;area;t;x;SHIP;loading_condition_id
31.22;228.9;10.7;174.0;224;
28.02;177.4;10.7;185.6;224;
22.57;123.5;10.7;197.2;224;
15.6;76.0;10.7;208.79999999999998;224;
7.6;42.0;10.7;220.4;224;
0.13;24.7;9.56;232.0;224;
14.77;7.6;11.41;0.0;225;10.0
28.9;130.7;11.9;13.95;225;10.0
38.19;291.1;11.9;27.9;225;10.0
43.66;410.9;11.9;41.849999999999994;225;10.0
45.71;480.2;11.9;55.8;225;10.0
45.8;512.7;11.9;69.75;225;10.0
45.8;529.7;11.9;83.69999999999999;225;10.0
45.8;538.0;11.9;97.64999999999999;225;10.0
45.8;540.8;11.9;111.6;225;10.0
45.8;540.8;11.9;125.55;225;10.0
45.8;540.9;11.9;139.5;225;10.0
45.8;540.9;11.9;153.45;225;10.0
45.8;540.9;11.9;167.39999999999998;225;10.0
45.8;538.3;11.9;181.35;225;10.0
45.8;526.6;11.9;195.29999999999998;225;10.0
45.65;499.0;11.9;209.25;225;10.0
43.54;443.5;11.9;223.2;225;10.0
37.01;357.9;11.9;237.14999999999998;225;10.0
24.92;247.0;11.9;251.1;225;10.0
12.55;130.4;11.9;265.05;225;10.0
7.27;52.2;11.45;279.0;225;10.0
0.0;0.0;0.0;0.0;226;13.0
20.19;69.7;8.91;13.95;226;13.0
32.36;202.4;9.4;27.9;226;13.0
41.01;304.7;9.4;41.849999999999994;226;13.0
44.93;366.8;9.4;55.8;226;13.0
45.8;398.2;9.4;69.75;226;13.0
45.8;415.2;9.4;83.69999999999999;226;13.0
45.8;423.4;9.4;97.64999999999999;226;13.0
45.8;426.3;9.4;111.6;226;13.0
45.8;426.3;9.4;125.55;226;13.0
45.8;426.3;9.4;139.5;226;13.0
45.8;426.4;9.4;153.45;226;13.0
45.8;426.4;9.4;167.39999999999998;226;13.0
45.8;423.8;9.4;181.35;226;13.0
45.8;412.1;9.4;195.29999999999998;226;13.0
45.34;385.2;9.4;209.25;226;13.0
42.18;336.2;9.4;223.2;226;13.0
35.3;267.3;9.4;237.14999999999998;226;13.0
24.29;185.4;9.4;251.1;226;13.0
12.55;103.4;9.4;265.05;226;13.0
7.27;53.0;8.95;279.0;226;13.0
11.21;15.4;2.29;0.0;227;22.0
29.81;151.4;15.25;13.1875;227;22.0
40.94;393.4;15.25;26.375;227;22.0
46.37;568.8;15.25;39.5625;227;22.0
47.8;658.3;15.25;52.75;227;22.0
48.0;702.8;15.25;65.9375;227;22.0
48.0;723.6;15.25;79.125;227;22.0
48.0;730.1;15.25;92.3125;227;22.0
48.0;730.8;15.25;105.5;227;22.0
48.0;730.8;15.25;118.6875;227;22.0
48.0;730.8;15.25;131.875;227;22.0
48.0;730.8;15.25;145.0625;227;22.0
48.0;730.8;15.25;158.25;227;22.0
48.0;730.8;15.25;171.4375;227;22.0
48.0;730.8;15.25;184.625;227;22.0
48.0;730.8;15.25;197.8125;227;22.0
48.0;727.6;15.25;211.0;227;22.0
46.47;691.5;15.25;224.1875;227;22.0
40.87;590.9;15.25;237.375;227;22.0
28.54;389.6;15.25;250.5625;227;22.0
0.51;92.2;15.25;263.75;227;22.0
15.54;45.7;3.51;0.0;228;21.0
32.25;188.6;16.45;13.1875;228;21.0
42.39;443.3;16.45;26.375;228;21.0
46.88;624.5;16.45;39.5625;228;21.0
48.0;715.8;16.45;52.75;228;21.0
48.0;760.4;16.45;65.9375;228;21.0
48.0;781.2;16.45;79.125;228;21.0
48.0;787.7;16.45;92.3125;228;21.0
48.0;788.4;16.45;105.5;228;21.0
48.0;788.4;16.45;118.6875;228;21.0
48.0;788.4;16.45;131.875;228;21.0
48.0;788.4;16.45;145.0625;228;21.0
48.0;788.4;16.45;158.25;228;21.0
48.0;788.4;16.45;171.4375;228;21.0
48.0;788.4;16.45;184.625;228;21.0
48.0;788.4;16.45;197.8125;228;21.0
48.0;785.2;16.45;211.0;228;21.0
46.47;747.2;16.45;224.1875;228;21.0
40.87;639.9;16.45;237.375;228;21.0
28.58;423.8;16.45;250.5625;228;21.0
0.1;94.4;16.45;263.75;228;21.0
15.8;36.1;3.61;0.0;229;
31.17;212.1;18.1;15.73;229;
42.27;458.2;18.1;31.46;229;
48.73;667.6;18.1;47.19;229;
51.79;809.1;18.1;62.92;229;
52.5;890.7;18.1;78.65;229;
52.5;929.2;18.1;94.38;229;
52.5;944.7;18.1;110.11;229;
52.5;949.0;18.1;125.84;229;
52.5;949.2;18.1;141.57;229;
52.5;949.2;18.1;157.3;229;
52.5;949.2;18.1;173.03;229;
52.5;949.2;18.1;188.76;229;
52.5;949.2;18.1;204.49;229;
52.5;949.2;18.1;220.22;229;
52.5;949.2;18.1;235.95000000000002;229;
52.5;946.4;18.1;251.68;229;
52.5;927.1;18.1;267.41;229;
49.82;845.0;18.1;283.14;229;
40.36;636.0;18.1;298.87;229;
0.1;185.7;17.65;314.6;229;
0.0;0.0;0.0;0.0;230;
7.55;58.4;10.81;15.73;230;
27.4;189.5;10.72;31.46;230;
41.56;324.6;10.63;47.19;230;
48.67;430.7;10.54;62.92;230;
51.87;490.7;10.45;78.65;230;
52.5;516.9;10.36;94.38;230;
52.5;526.8;10.27;110.11;230;
52.5;528.9;10.18;125.84;230;
52.5;524.2;10.09;141.57;230;
52.5;519.4;10.0;157.3;230;
52.5;514.7;9.91;173.03;230;
52.5;510.0;9.82;188.76;230;
52.5;505.3;9.73;204.49;230;
52.5;500.5;9.64;220.22;230;
52.5;495.8;9.55;235.95000000000002;230;
52.5;487.7;9.46;251.68;230;
52.5;463.4;9.37;267.41;230;
49.44;408.3;9.28;283.14;230;
39.65;301.9;9.19;298.87;230;
15.86;98.1;8.73;314.6;230;
0.0;0.0;0.0;0.0;231;
10.52;0.23;0.1;3.75;231;
14.59;6.6;0.38;7.5;231;
16.4;23.65;0.9;11.25;231;
16.4;39.43;1.4;15.0;231;
16.4;46.52;2.38;18.75;231;
16.4;47.13;2.83;22.5;231;
16.4;47.13;2.9;26.25;231;
16.4;47.13;2.9;30.0;231;
16.4;47.13;2.9;33.75;231;
16.4;47.13;2.9;37.5;231;
16.4;47.13;2.9;41.25;231;
16.4;47.13;2.9;45.0;231;
16.4;46.8;2.9;48.75;231;
16.4;46.15;2.9;52.5;231;
16.4;43.93;2.9;56.25;231;
16.04;37.33;2.9;60.0;231;
13.61;23.94;2.9;63.75;231;
9.73;7.58;2.19;67.5;231;
6.22;1.03;1.06;71.25;231;
3.12;0.63;0.14;75.0;231;
12.74;12.2;1.79;0.0;232;
21.46;66.1;10.85;7.55;232;
25.7;145.8;10.97;15.1;232;
27.23;217.1;10.97;22.65;232;
27.43;266.3;10.97;30.2;232;
27.43;288.8;10.97;37.75;232;
27.43;296.7;10.97;45.3;232;
27.43;301.1;10.97;52.85;232;
27.43;301.7;10.97;60.4;232;
27.43;301.7;10.97;67.95;232;
27.43;301.7;10.97;75.5;232;
27.43;301.7;10.97;83.05;232;
27.43;301.7;10.97;90.6;232;
27.43;301.7;10.97;98.14999999999999;232;
27.43;298.8;10.97;105.7;232;
27.43;296.7;10.97;113.25;232;
26.58;283.9;10.97;120.8;232;
23.45;247.7;10.97;128.35;232;
17.91;188.2;10.97;135.9;232;
10.35;110.8;10.97;143.45;232;
0.1;28.5;10.55;151.0;232;
0.0;0.0;0.0;0.0;233;
3.91;18.8;6.99;7.55;233;
15.31;61.1;6.9;15.1;233;
23.33;111.6;6.81;22.65;233;
26.4;153.2;6.72;30.2;233;
27.37;173.4;6.63;37.75;233;
27.43;178.7;6.54;45.3;233;
27.43;178.5;6.45;52.85;233;
27.43;175.4;6.36;60.4;233;
27.43;172.2;6.27;67.95;233;
27.43;169.1;6.18;75.5;233;
27.43;166.0;6.08;83.05;233;
27.43;162.8;5.99;90.6;233;
27.43;159.7;5.9;98.14999999999999;233;
27.43;156.6;5.81;105.7;233;
27.43;152.0;5.72;113.25;233;
26.34;141.3;5.63;120.8;233;
23.2;120.3;5.54;128.35;233;
17.85;88.8;5.45;135.9;233;
11.0;49.8;5.35;143.45;233;
4.22;14.0;4.79;151.0;233;
9.66;8.8;1.31;0.0;234;
14.05;35.2;6.92;4.8549999999999995;234;
15.94;64.7;7.25;9.709999999999999;234;
16.2;89.3;7.25;14.564999999999998;234;
16.2;104.3;7.25;19.419999999999998;234;
16.2;112.2;7.25;24.275;234;
16.2;115.4;7.25;29.129999999999995;234;
16.2;115.7;7.25;33.985;234;
16.2;115.7;7.25;38.839999999999996;234;
16.2;115.7;7.25;43.69499999999999;234;
16.2;115.7;7.25;48.55;234;
16.2;115.7;7.25;53.404999999999994;234;
16.2;115.7;7.25;58.25999999999999;234;
16.2;115.7;7.25;63.114999999999995;234;
16.2;114.3;7.25;67.97;234;
16.05;109.5;7.25;72.82499999999999;234;
15.38;98.1;7.25;77.67999999999999;234;
14.05;81.0;7.25;82.535;234;
10.65;59.8;7.25;87.38999999999999;234;
6.14;35.2;7.25;92.24499999999999;234;
0.01;8.8;6.55;97.1;234;
18.73;33.0;0.97;0.0;235;
21.86;53.7;3.51;10.653;235;
24.34;95.1;6.06;21.306;235;
26.16;143.8;8.38;31.959000000000003;235;
27.64;185.8;9.82;42.612;235;
28.99;222.6;10.13;53.265;235;
30.0;253.4;10.13;63.918000000000006;235;
30.99;279.2;10.13;74.571;235;
31.72;299.0;10.13;85.224;235;
32.16;311.7;10.13;95.87700000000001;235;
32.16;309.3;10.13;106.53;235;
31.31;293.2;10.13;117.183;235;
29.52;266.6;10.13;127.83600000000001;235;
26.6;230.9;10.13;138.489;235;
22.79;188.7;10.13;149.142;235;
18.87;143.9;10.13;159.79500000000002;235;
14.6;105.5;10.13;170.448;235;
10.15;67.8;10.13;181.101;235;
5.34;39.6;10.13;191.75400000000002;235;
1.74;24.0;10.13;202.407;235;
0.01;17.5;10.13;213.06;235;
18.73;33.0;0.97;0.0;236;
21.86;53.7;3.51;10.653;236;
24.34;95.1;6.06;21.306;236;
26.16;143.8;8.38;31.959000000000003;236;
27.64;185.8;9.82;42.612;236;
28.99;222.6;10.13;53.265;236;
30.0;253.4;10.13;63.918000000000006;236;
30.99;279.2;10.13;74.571;236;
31.72;299.0;10.13;85.224;236;
32.16;311.7;10.13;95.87700000000001;236;
32.16;309.3;10.13;106.53;236;
31.31;293.2;10.13;117.183;236;
29.52;266.6;10.13;127.83600000000001;236;
26.6;230.9;10.13;138.489;236;
22.79;188.7;10.13;149.142;236;
18.87;143.9;10.13;159.79500000000002;236;
14.6;105.5;10.13;170.448;236;
10.15;67.8;10.13;181.101;236;
5.34;39.6;10.13;191.75400000000002;236;
1.74;24.0;10.13;202.407;236;
0.01;17.5;10.13;213.06;236;
18.73;33.0;0.97;0.0;237;
21.86;53.7;3.51;10.653;237;
24.34;95.1;6.06;21.306;237;
26.16;143.8;8.38;31.959000000000003;237;
27.64;185.8;9.82;42.612;237;
28.99;222.6;10.13;53.265;237;
30.0;253.4;10.13;63.918000000000006;237;
30.99;279.2;10.13;74.571;237;
31.72;299.0;10.13;85.224;237;
32.16;311.7;10.13;95.87700000000001;237;
32.16;309.3;10.13;106.53;237;
31.31;293.2;10.13;117.183;237;
29.52;266.6;10.13;127.83600000000001;237;
26.6;230.9;10.13;138.489;237;
22.79;188.7;10.13;149.142;237;
18.87;143.9;10.13;159.79500000000002;237;
14.6;105.5;10.13;170.448;237;
10.15;67.8;10.13;181.101;237;
5.34;39.6;10.13;191.75400000000002;237;
1.74;24.0;10.13;202.407;237;
0.01;17.5;10.13;213.06;237;
18.73;33.0;0.97;0.0;238;
21.86;53.7;3.51;10.653;238;
24.34;95.1;6.06;21.306;238;
26.16;143.8;8.38;31.959000000000003;238;
27.64;185.8;9.82;42.612;238;
28.99;222.6;10.13;53.265;238;
30.0;253.4;10.13;63.918000000000006;238;
30.99;279.2;10.13;74.571;238;
31.72;299.0;10.13;85.224;238;
32.16;311.7;10.13;95.87700000000001;238;
32.16;309.3;10.13;106.53;238;
31.31;293.2;10.13;117.183;238;
29.52;266.6;10.13;127.83600000000001;238;
26.6;230.9;10.13;138.489;238;
22.79;188.7;10.13;149.142;238;
18.87;143.9;10.13;159.79500000000002;238;
14.6;105.5;10.13;170.448;238;
10.15;67.8;10.13;181.101;238;
5.34;39.6;10.13;191.75400000000002;238;
1.74;24.0;10.13;202.407;238;
0.01;17.5;10.13;213.06;238;
18.73;33.0;0.97;0.0;239;
21.86;53.7;3.51;10.653;239;
24.34;95.1;6.06;21.306;239;
26.16;143.8;8.38;31.959000000000003;239;
27.64;185.8;9.82;42.612;239;
28.99;222.6;10.13;53.265;239;
30.0;253.4;10.13;63.918000000000006;239;
30.99;279.2;10.13;74.571;239;
31.72;299.0;10.13;85.224;239;
32.16;311.7;10.13;95.87700000000001;239;
32.16;309.3;10.13;106.53;239;
31.31;293.2;10.13;117.183;239;
29.52;266.6;10.13;127.83600000000001;239;
26.6;230.9;10.13;138.489;239;
22.79;188.7;10.13;149.142;239;
18.87;143.9;10.13;159.79500000000002;239;
14.6;105.5;10.13;170.448;239;
10.15;67.8;10.13;181.101;239;
5.34;39.6;10.13;191.75400000000002;239;
1.74;24.0;10.13;202.407;239;
0.01;17.5;10.13;213.06;239;
18.73;33.0;0.97;0.0;240;
21.86;53.7;3.51;10.653;240;
24.34;95.1;6.06;21.306;240;
26.16;143.8;8.38;31.959000000000003;240;
27.64;185.8;9.82;42.612;240;
28.99;222.6;10.13;53.265;240;
30.0;253.4;10.13;63.918000000000006;240;
30.99;279.2;10.13;74.571;240;
31.72;299.0;10.13;85.224;240;
32.16;311.7;10.13;95.87700000000001;240;
32.16;309.3;10.13;106.53;240;
31.31;293.2;10.13;117.183;240;
29.52;266.6;10.13;127.83600000000001;240;
26.6;230.9;10.13;138.489;240;
22.79;188.7;10.13;149.142;240;
18.87;143.9;10.13;159.79500000000002;240;
14.6;105.5;10.13;170.448;240;
10.15;67.8;10.13;181.101;240;
5.34;39.6;10.13;191.75400000000002;240;
1.74;24.0;10.13;202.407;240;
0.01;17.5;10.13;213.06;240;
16.18;16.0;1.07;0.0;241;
33.75;121.6;12.19;10.89;241;
40.45;271.2;12.19;21.78;241;
42.0;386.2;12.19;32.67;241;
42.0;457.5;12.19;43.56;241;
42.0;493.3;12.19;54.45;241;
42.0;505.7;12.19;65.34;241;
42.0;510.0;12.19;76.23;241;
42.0;511.0;12.19;87.12;241;
42.0;511.0;12.19;98.01;241;
42.0;511.0;12.19;108.9;241;
42.0;511.0;12.19;119.79;241;
42.0;511.0;12.19;130.68;241;
42.0;511.0;12.19;141.57;241;
42.0;511.0;12.19;152.46;241;
42.0;511.0;12.19;163.35000000000002;241;
42.0;510.6;12.19;174.24;241;
41.52;502.8;12.19;185.13;241;
37.87;451.0;12.19;196.02;241;
28.9;341.8;12.19;206.91000000000003;241;
10.11;150.9;12.05;217.8;241;
16.18;16.0;1.07;0.0;242;
33.75;121.6;12.19;10.89;242;
40.45;271.2;12.19;21.78;242;
42.0;386.2;12.19;32.67;242;
42.0;457.5;12.19;43.56;242;
42.0;493.3;12.19;54.45;242;
42.0;505.7;12.19;65.34;242;
42.0;510.0;12.19;76.23;242;
42.0;511.0;12.19;87.12;242;
42.0;511.0;12.19;98.01;242;
42.0;511.0;12.19;108.9;242;
42.0;511.0;12.19;119.79;242;
42.0;511.0;12.19;130.68;242;
42.0;511.0;12.19;141.57;242;
42.0;511.0;12.19;152.46;242;
42.0;511.0;12.19;163.35000000000002;242;
42.0;510.6;12.19;174.24;242;
41.52;502.8;12.19;185.13;242;
37.87;451.0;12.19;196.02;242;
28.9;341.8;12.19;206.91000000000003;242;
10.11;150.9;12.05;217.8;242;
25.3;74.0;3.64;0.0;243;
35.62;211.6;14.78;10.89;243;
40.83;376.5;14.78;21.78;243;
42.0;494.9;14.78;32.67;243;
42.0;566.3;14.78;43.56;243;
42.0;602.1;14.78;54.45;243;
42.0;614.5;14.78;65.34;243;
42.0;618.7;14.78;76.23;243;
42.0;619.7;14.78;87.12;243;
42.0;619.7;14.78;98.01;243;
42.0;619.7;14.78;108.9;243;
42.0;619.7;14.78;119.79;243;
42.0;619.7;14.78;130.68;243;
42.0;619.7;14.78;141.57;243;
42.0;619.7;14.78;152.46;243;
42.0;619.7;14.78;163.35000000000002;243;
42.0;619.4;14.78;174.24;243;
41.52;610.5;14.78;185.13;243;
37.95;549.5;14.78;196.02;243;
28.08;416.3;14.78;206.91000000000003;243;
0.01;166.5;14.64;217.8;243;
25.3;74.0;3.64;0.0;244;
35.62;211.6;14.78;10.89;244;
40.83;376.5;14.78;21.78;244;
42.0;494.9;14.78;32.67;244;
42.0;566.3;14.78;43.56;244;
42.0;602.1;14.78;54.45;244;
42.0;614.5;14.78;65.34;244;
42.0;618.7;14.78;76.23;244;
42.0;619.7;14.78;87.12;244;
42.0;619.7;14.78;98.01;244;
42.0;619.7;14.78;108.9;244;
42.0;619.7;14.78;119.79;244;
42.0;619.7;14.78;130.68;244;
42.0;619.7;14.78;141.57;244;
42.0;619.7;14.78;152.46;244;
42.0;619.7;14.78;163.35000000000002;244;
42.0;619.4;14.78;174.24;244;
41.52;610.5;14.78;185.13;244;
37.95;549.5;14.78;196.02;244;
28.08;416.3;14.78;206.91000000000003;244;
0.01;166.5;14.64;217.8;244;
25.3;74.0;3.64;0.0;245;
35.62;211.6;14.78;10.89;245;
40.83;376.5;14.78;21.78;245;
42.0;494.9;14.78;32.67;245;
42.0;566.3;14.78;43.56;245;
42.0;602.1;14.78;54.45;245;
42.0;614.5;14.78;65.34;245;
42.0;618.7;14.78;76.23;245;
42.0;619.7;14.78;87.12;245;
42.0;619.7;14.78;98.01;245;
42.0;619.7;14.78;108.9;245;
42.0;619.7;14.78;119.79;245;
42.0;619.7;14.78;130.68;245;
42.0;619.7;14.78;141.57;245;
42.0;619.7;14.78;152.46;245;
42.0;619.7;14.78;163.35000000000002;245;
42.0;619.4;14.78;174.24;245;
41.52;610.5;14.78;185.13;245;
37.95;549.5;14.78;196.02;245;
28.08;416.3;14.78;206.91000000000003;245;
0.01;166.5;14.64;217.8;245;
25.3;74.0;3.64;0.0;246;
35.62;211.6;14.78;10.89;246;
40.83;376.5;14.78;21.78;246;
42.0;494.9;14.78;32.67;246;
42.0;566.3;14.78;43.56;246;
42.0;602.1;14.78;54.45;246;
42.0;614.5;14.78;65.34;246;
42.0;618.7;14.78;76.23;246;
42.0;619.7;14.78;87.12;246;
42.0;619.7;14.78;98.01;246;
42.0;619.7;14.78;108.9;246;
42.0;619.7;14.78;119.79;246;
42.0;619.7;14.78;130.68;246;
42.0;619.7;14.78;141.57;246;
42.0;619.7;14.78;152.46;246;
42.0;619.7;14.78;163.35000000000002;246;
42.0;619.4;14.78;174.24;246;
41.52;610.5;14.78;185.13;246;
37.95;549.5;14.78;196.02;246;
28.08;416.3;14.78;206.91000000000003;246;
0.01;166.5;14.64;217.8;246;
24.8;227.4;5.72;0.0;247;
41.81;349.4;22.87;17.28;247;
60.85;709.3;23.0;34.56;247;
64.2;1015.1;23.0;51.84;247;
65.0;1221.8;23.0;69.12;247;
65.0;1369.1;23.0;86.4;247;
65.0;1445.6;23.0;103.68;247;
65.0;1480.9;23.0;120.96000000000001;247;
65.0;1491.7;23.0;138.24;247;
65.0;1491.7;23.0;155.52;247;
65.0;1491.7;23.0;172.8;247;
65.0;1491.7;23.0;190.08;247;
65.0;1491.7;23.0;207.36;247;
65.0;1491.7;23.0;224.64000000000001;247;
65.0;1491.7;23.0;241.92000000000002;247;
65.0;1491.7;23.0;259.20000000000005;247;
65.0;1469.3;23.0;276.48;247;
63.83;1389.2;23.0;293.76;247;
57.27;1175.2;23.0;311.04;247;
39.3;783.2;23.0;328.32000000000005;247;
0.1;273.6;20.8;345.6;247;
0.0;0.0;0.0;0.0;248;
17.14;96.4;14.97;17.28;248;
37.95;338.6;15.01;34.56;248;
50.58;560.5;14.92;51.84;248;
58.34;726.6;14.83;69.12;248;
63.69;836.3;17.74;86.4;248;
64.95;899.9;14.65;103.68;248;
65.0;929.7;14.56;120.96000000000001;248;
65.0;937.4;14.47;138.24;248;
65.0;933.4;14.38;155.52;248;
65.0;925.8;14.3;172.8;248;
65.0;919.9;14.21;190.08;248;
65.0;914.2;14.12;207.36;248;
65.0;907.0;14.03;224.64000000000001;248;
65.0;902.6;14.94;241.92000000000002;248;
65.0;896.8;13.85;259.20000000000005;248;
64.81;855.2;13.76;276.48;248;
62.47;772.4;13.67;293.76;248;
53.66;637.0;13.58;311.04;248;
37.44;433.0;13.49;328.32000000000005;248;
17.85;144.6;11.2;345.6;248;
0.0;0.0;0.0;0.0;249;14.0
27.73;73.8;11.33;14.4;249;14.0
40.07;235.0;11.5;28.8;249;14.0
45.09;388.9;11.5;43.2;249;14.0
45.8;480.9;11.5;57.6;249;14.0
45.8;510.9;11.5;72.0;249;14.0
45.8;519.8;11.5;86.4;249;14.0
45.8;523.0;11.5;100.8;249;14.0
45.8;524.1;11.5;115.2;249;14.0
45.8;524.1;11.5;129.6;249;14.0
45.8;524.1;11.5;144.0;249;14.0
45.8;524.1;11.5;158.4;249;14.0
45.8;524.1;11.5;172.8;249;14.0
45.8;522.0;11.5;187.20000000000002;249;14.0
45.8;511.4;11.5;201.6;249;14.0
45.74;428.9;11.5;216.0;249;14.0
42.52;420.5;11.5;230.4;249;14.0
33.84;325.3;11.5;244.8;249;14.0
20.8;210.0;11.5;259.2;249;14.0
7.68;101.2;11.5;273.6;249;14.0
0.1;39.1;10.69;288.0;249;14.0
0.0;0.0;0.0;0.0;250;14.0
27.73;73.8;11.33;14.4;250;14.0
40.07;235.0;11.5;28.8;250;14.0
45.09;388.9;11.5;43.2;250;14.0
45.8;480.9;11.5;57.6;250;14.0
45.8;510.9;11.5;72.0;250;14.0
45.8;519.8;11.5;86.4;250;14.0
45.8;523.0;11.5;100.8;250;14.0
45.8;524.1;11.5;115.2;250;14.0
45.8;524.1;11.5;129.6;250;14.0
45.8;524.1;11.5;144.0;250;14.0
45.8;524.1;11.5;158.4;250;14.0
45.8;524.1;11.5;172.8;250;14.0
45.8;522.0;11.5;187.20000000000002;250;14.0
45.8;511.4;11.5;201.6;250;14.0
45.74;428.9;11.5;216.0;250;14.0
42.52;420.5;11.5;230.4;250;14.0
33.84;325.3;11.5;244.8;250;14.0
20.8;210.0;11.5;259.2;250;14.0
7.68;101.2;11.5;273.6;250;14.0
0.1;39.1;10.69;288.0;250;14.0
0.0;0.0;0.0;0.0;251;14.0
27.73;73.8;11.33;14.4;251;14.0
40.07;235.0;11.5;28.8;251;14.0
45.09;388.9;11.5;43.2;251;14.0
45.8;480.9;11.5;57.6;251;14.0
45.8;510.9;11.5;72.0;251;14.0
45.8;519.8;11.5;86.4;251;14.0
45.8;523.0;11.5;100.8;251;14.0
45.8;524.1;11.5;115.2;251;14.0
45.8;524.1;11.5;129.6;251;14.0
45.8;524.1;11.5;144.0;251;14.0
45.8;524.1;11.5;158.4;251;14.0
45.8;524.1;11.5;172.8;251;14.0
45.8;522.0;11.5;187.20000000000002;251;14.0
45.8;511.4;11.5;201.6;251;14.0
45.74;428.9;11.5;216.0;251;14.0
42.52;420.5;11.5;230.4;251;14.0
33.84;325.3;11.5;244.8;251;14.0
20.8;210.0;11.5;259.2;251;14.0
7.68;101.2;11.5;273.6;251;14.0
0.1;39.1;10.69;288.0;251;14.0
0.0;0.0;0.0;0.0;252;15.0
9.55;31.8;9.14;14.4;252;15.0
34.41;152.5;9.31;28.8;252;15.0
43.46;291.7;9.31;43.2;252;15.0
45.75;380.4;9.31;57.6;252;15.0
45.8;410.6;9.31;72.0;252;15.0
45.8;419.6;9.31;86.4;252;15.0
45.8;422.6;9.31;100.8;252;15.0
45.8;423.8;9.31;115.2;252;15.0
45.8;423.8;9.31;129.6;252;15.0
45.8;423.8;9.31;144.0;252;15.0
45.8;423.8;9.31;158.4;252;15.0
45.8;423.8;9.31;172.8;252;15.0
45.8;421.3;9.31;187.20000000000002;252;15.0
45.8;411.0;9.31;201.6;252;15.0
45.38;382.8;9.31;216.0;252;15.0
41.34;328.7;9.31;230.4;252;15.0
32.74;252.7;9.31;244.8;252;15.0
20.67;164.7;9.31;259.2;252;15.0
8.35;84.0;9.31;273.6;252;15.0
2.06;37.6;8.5;288.0;252;15.0
0.0;0.0;0.0;0.0;253;19.0
33.2;163.3;11.44;13.95;253;19.0
42.42;320.7;11.49;27.9;253;19.0
46.57;431.1;11.5;41.849999999999994;253;19.0
47.0;494.0;11.5;55.8;253;19.0
47.0;518.9;11.5;69.75;253;19.0
47.0;530.8;11.5;83.69999999999999;253;19.0
47.0;535.6;11.5;97.64999999999999;253;19.0
47.0;536.2;11.5;111.6;253;19.0
47.0;536.2;11.5;125.55;253;19.0
47.0;536.2;11.5;139.5;253;19.0
47.0;536.2;11.5;153.45;253;19.0
47.0;536.2;11.5;167.39999999999998;253;19.0
47.0;534.5;11.5;181.35;253;19.0
47.0;526.4;11.5;195.29999999999998;253;19.0
47.0;507.0;11.5;209.25;253;19.0
46.11;466.1;11.5;223.2;253;19.0
41.54;396.0;11.5;237.14999999999998;253;19.0
30.83;290.7;11.5;251.1;253;19.0
14.23;155.3;11.5;265.05;253;19.0
0.1;1.1;11.16;279.0;253;19.0
0.0;0.0;0.0;0.0;254;20.0
26.92;99.8;9.34;13.95;254;20.0
39.05;235.0;9.39;27.9;254;20.0
45.18;334.2;9.4;41.849999999999994;254;20.0
47.0;395.0;9.4;55.8;254;20.0
47.0;420.2;9.4;69.75;254;20.0
47.0;432.1;9.4;83.69999999999999;254;20.0
47.0;436.9;9.4;97.64999999999999;254;20.0
47.0;437.8;9.4;111.6;254;20.0
47.0;437.8;9.4;125.55;254;20.0
47.0;437.8;9.4;139.5;254;20.0
47.0;437.8;9.4;153.45;254;20.0
47.0;437.8;9.4;167.39999999999998;254;20.0
47.0;435.6;9.4;181.35;254;20.0
47.0;427.7;9.4;195.29999999999998;254;20.0
46.9;408.2;9.4;209.25;254;20.0
45.31;370.1;9.4;223.2;254;20.0
40.21;309.9;9.4;237.14999999999998;254;20.0
30.01;226.8;9.4;251.1;254;20.0
14.8;124.9;9.4;265.05;254;20.0
3.87;54.2;9.06;279.0;254;20.0
3.79;2.2;0.62;0.0;255;
20.6;90.5;12.2;11.5;255;
32.01;224.6;12.2;23.0;255;
38.03;344.8;12.2;34.5;255;
40.87;428.7;12.2;46.0;255;
41.2;473.4;12.2;57.5;255;
41.2;494.0;12.2;69.0;255;
41.2;500.9;12.2;80.5;255;
41.2;501.7;12.2;92.0;255;
41.2;502.0;12.2;103.5;255;
41.2;502.0;12.2;115.0;255;
41.2;502.0;12.2;126.5;255;
41.2;502.0;12.2;138.0;255;
41.2;502.0;12.2;149.5;255;
41.2;502.0;12.2;161.0;255;
41.2;502.0;12.2;172.5;255;
40.79;497.3;12.2;184.0;255;
39.35;466.9;12.2;195.5;255;
34.96;397.0;12.2;207.0;255;
24.29;255.6;12.2;218.5;255;
0.1;56.1;10.13;230.0;255;
17.88;37.2;3.47;0.0;256;
30.38;164.3;15.28;12.1;256;
38.63;343.7;15.6;24.2;256;
42.53;487.7;15.6;36.3;256;
43.26;583.4;15.6;48.4;256;
43.26;637.9;15.6;60.5;256;
43.26;663.5;15.6;72.6;256;
43.26;673.3;15.6;84.7;256;
43.26;673.3;15.6;96.8;256;
43.26;673.3;15.6;108.89999999999999;256;
43.26;673.3;15.6;121.0;256;
43.26;673.3;15.6;133.1;256;
43.26;673.3;15.6;145.2;256;
43.26;673.3;15.6;157.29999999999998;256;
43.26;673.3;15.6;169.4;256;
43.26;673.3;15.6;181.5;256;
43.26;672.0;15.6;193.6;256;
42.31;646.5;15.6;205.7;256;
38.47;568.8;15.6;217.79999999999998;256;
28.64;403.1;15.6;229.9;256;
