b;area;t;x;SHIP;loading_condition_id
0.1;80.5;12.89;242.0;256;
5.33;0.0;0.18;0.0;257;
21.71;32.6;5.82;7.25;257;
24.79;89.0;5.98;14.5;257;
25.86;126.9;5.98;21.75;257;
26.0;145.7;5.98;29.0;257;
26.0;150.2;5.98;36.25;257;
26.0;150.2;5.98;43.5;257;
26.0;150.2;5.98;50.75;257;
26.0;150.2;5.98;58.0;257;
26.0;150.2;5.98;65.25;257;
26.0;150.2;5.98;72.5;257;
26.0;148.8;5.98;79.75;257;
26.0;145.0;5.98;87.0;257;
26.0;136.3;5.98;94.25;257;
25.81;121.7;5.98;101.5;257;
24.65;101.0;5.98;108.75;257;
21.66;75.9;5.98;116.0;257;
16.27;50.5;5.98;123.25;257;
9.78;29.1;5.98;130.5;257;
4.12;16.5;5.98;137.75;257;
0.1;11.4;5.29;145.0;257;
20.26;49.2;3.51;0.0;258;
27.59;135.6;12.3;8.75;258;
31.01;255.1;13.32;17.5;258;
31.94;334.3;13.28;26.25;258;
31.95;376.9;13.24;35.0;258;
31.95;402.1;13.2;43.75;258;
31.95;414.0;13.16;52.5;258;
31.95;415.2;13.12;61.25;258;
31.95;414.4;13.08;70.0;258;
31.95;413.0;13.04;78.75;258;
31.95;411.6;13.0;87.5;258;
31.95;410.1;12.96;96.25;258;
31.95;408.7;12.92;105.0;258;
31.95;407.3;12.88;113.75;258;
31.95;405.2;12.84;122.5;258;
31.66;397.4;12.8;131.25;258;
30.73;381.4;12.76;140.0;258;
28.72;352.8;12.72;148.75;258;
24.65;296.5;12.68;157.5;258;
16.23;197.2;12.64;166.25;258;
1.82;48.3;11.6;175.0;258;
20.26;49.2;3.51;0.0;259;
27.59;135.6;12.3;8.75;259;
31.01;255.1;13.32;17.5;259;
31.94;334.3;13.28;26.25;259;
31.95;376.9;13.24;35.0;259;
31.95;402.1;13.2;43.75;259;
31.95;414.0;13.16;52.5;259;
31.95;415.2;13.12;61.25;259;
31.95;414.4;13.08;70.0;259;
31.95;413.0;13.04;78.75;259;
31.95;411.6;13.0;87.5;259;
31.95;410.1;12.96;96.25;259;
31.95;408.7;12.92;105.0;259;
31.95;407.3;12.88;113.75;259;
31.95;405.2;12.84;122.5;259;
31.66;397.4;12.8;131.25;259;
30.73;381.4;12.76;140.0;259;
28.72;352.8;12.72;148.75;259;
24.65;296.5;12.68;157.5;259;
16.23;197.2;12.64;166.25;259;
1.82;48.3;11.6;175.0;259;
20.26;49.2;3.51;0.0;260;
27.59;135.6;12.3;8.75;260;
31.01;255.1;13.32;17.5;260;
31.94;334.3;13.28;26.25;260;
31.95;376.9;13.24;35.0;260;
31.95;402.1;13.2;43.75;260;
31.95;414.0;13.16;52.5;260;
31.95;415.2;13.12;61.25;260;
31.95;414.4;13.08;70.0;260;
31.95;413.0;13.04;78.75;260;
31.95;411.6;13.0;87.5;260;
31.95;410.1;12.96;96.25;260;
31.95;408.7;12.92;105.0;260;
31.95;407.3;12.88;113.75;260;
31.95;405.2;12.84;122.5;260;
31.66;397.4;12.8;131.25;260;
30.73;381.4;12.76;140.0;260;
28.72;352.8;12.72;148.75;260;
24.65;296.5;12.68;157.5;260;
16.23;197.2;12.64;166.25;260;
1.82;48.3;11.6;175.0;260;
20.26;49.2;3.51;0.0;261;
27.59;135.6;12.3;8.75;261;
31.01;255.1;13.32;17.5;261;
31.94;334.3;13.28;26.25;261;
31.95;376.9;13.24;35.0;261;
31.95;402.1;13.2;43.75;261;
31.95;414.0;13.16;52.5;261;
31.95;415.2;13.12;61.25;261;
31.95;414.4;13.08;70.0;261;
31.95;413.0;13.04;78.75;261;
31.95;411.6;13.0;87.5;261;
31.95;410.1;12.96;96.25;261;
31.95;408.7;12.92;105.0;261;
31.95;407.3;12.88;113.75;261;
31.95;405.2;12.84;122.5;261;
31.66;397.4;12.8;131.25;261;
30.73;381.4;12.76;140.0;261;
28.72;352.8;12.72;148.75;261;
24.65;296.5;12.68;157.5;261;
16.23;197.2;12.64;166.25;261;
1.82;48.3;11.6;175.0;261;
20.26;49.2;3.51;0.0;262;
27.59;135.6;12.3;8.75;262;
31.01;255.1;13.32;17.5;262;
31.94;334.3;13.28;26.25;262;
31.95;376.9;13.24;35.0;262;
31.95;402.1;13.2;43.75;262;
31.95;414.0;13.16;52.5;262;
31.95;415.2;13.12;61.25;262;
31.95;414.4;13.08;70.0;262;
31.95;413.0;13.04;78.75;262;
31.95;411.6;13.0;87.5;262;
31.95;410.1;12.96;96.25;262;
31.95;408.7;12.92;105.0;262;
31.95;407.3;12.88;113.75;262;
31.95;405.2;12.84;122.5;262;
31.66;397.4;12.8;131.25;262;
30.73;381.4;12.76;140.0;262;
28.72;352.8;12.72;148.75;262;
24.65;296.5;12.68;157.5;262;
16.23;197.2;12.64;166.25;262;
1.82;48.3;11.6;175.0;262;
20.26;49.2;3.51;0.0;263;
27.59;135.6;12.3;8.75;263;
31.01;255.1;13.32;17.5;263;
31.94;334.3;13.28;26.25;263;
31.95;376.9;13.24;35.0;263;
31.95;402.1;13.2;43.75;263;
31.95;414.0;13.16;52.5;263;
31.95;415.2;13.12;61.25;263;
31.95;414.4;13.08;70.0;263;
31.95;413.0;13.04;78.75;263;
31.95;411.6;13.0;87.5;263;
31.95;410.1;12.96;96.25;263;
31.95;408.7;12.92;105.0;263;
31.95;407.3;12.88;113.75;263;
31.95;405.2;12.84;122.5;263;
31.66;397.4;12.8;131.25;263;
30.73;381.4;12.76;140.0;263;
28.72;352.8;12.72;148.75;263;
24.65;296.5;12.68;157.5;263;
16.23;197.2;12.64;166.25;263;
1.82;48.3;11.6;175.0;263;
20.26;49.2;3.51;0.0;264;
27.59;135.6;12.3;8.75;264;
31.01;255.1;13.32;17.5;264;
31.94;334.3;13.28;26.25;264;
31.95;376.9;13.24;35.0;264;
31.95;402.1;13.2;43.75;264;
31.95;414.0;13.16;52.5;264;
31.95;415.2;13.12;61.25;264;
31.95;414.4;13.08;70.0;264;
31.95;413.0;13.04;78.75;264;
31.95;411.6;13.0;87.5;264;
31.95;410.1;12.96;96.25;264;
31.95;408.7;12.92;105.0;264;
31.95;407.3;12.88;113.75;264;
31.95;405.2;12.84;122.5;264;
31.66;397.4;12.8;131.25;264;
30.73;381.4;12.76;140.0;264;
28.72;352.8;12.72;148.75;264;
24.65;296.5;12.68;157.5;264;
16.23;197.2;12.64;166.25;264;
1.82;48.3;11.6;175.0;264;
20.26;49.2;3.51;0.0;265;
27.59;135.6;12.3;8.75;265;
31.01;255.1;13.32;17.5;265;
31.94;334.3;13.28;26.25;265;
31.95;376.9;13.24;35.0;265;
31.95;402.1;13.2;43.75;265;
31.95;414.0;13.16;52.5;265;
31.95;415.2;13.12;61.25;265;
31.95;414.4;13.08;70.0;265;
31.95;413.0;13.04;78.75;265;
31.95;411.6;13.0;87.5;265;
31.95;410.1;12.96;96.25;265;
31.95;408.7;12.92;105.0;265;
31.95;407.3;12.88;113.75;265;
31.95;405.2;12.84;122.5;265;
31.66;397.4;12.8;131.25;265;
30.73;381.4;12.76;140.0;265;
28.72;352.8;12.72;148.75;265;
24.65;296.5;12.68;157.5;265;
16.23;197.2;12.64;166.25;265;
1.82;48.3;11.6;175.0;265;
20.26;49.2;3.51;0.0;266;
27.59;135.6;12.3;8.75;266;
31.01;255.1;13.32;17.5;266;
31.94;334.3;13.28;26.25;266;
31.95;376.9;13.24;35.0;266;
31.95;402.1;13.2;43.75;266;
31.95;414.0;13.16;52.5;266;
31.95;415.2;13.12;61.25;266;
31.95;414.4;13.08;70.0;266;
31.95;413.0;13.04;78.75;266;
31.95;411.6;13.0;87.5;266;
31.95;410.1;12.96;96.25;266;
31.95;408.7;12.92;105.0;266;
31.95;407.3;12.88;113.75;266;
31.95;405.2;12.84;122.5;266;
31.66;397.4;12.8;131.25;266;
30.73;381.4;12.76;140.0;266;
28.72;352.8;12.72;148.75;266;
24.65;296.5;12.68;157.5;266;
16.23;197.2;12.64;166.25;266;
1.82;48.3;11.6;175.0;266;
24.81;66.6;2.98;0.0;267;
34.82;299.7;16.9;15.25;267;
43.45;545.7;18.2;30.5;267;
49.21;733.7;18.2;45.75;267;
52.66;861.7;18.2;61.0;267;
54.26;931.0;18.2;76.25;267;
54.81;969.0;18.2;91.5;267;
55.0;989.7;18.2;106.75;267;
55.0;997.5;18.2;122.0;267;
55.0;999.1;18.2;137.25;267;
55.0;999.1;18.2;152.5;267;
55.0;999.1;18.2;167.75;267;
55.0;999.1;18.2;183.0;267;
55.0;999.1;18.2;198.25;267;
55.0;999.1;18.2;213.5;267;
55.0;999.1;18.2;228.75;267;
55.0;989.8;18.2;244.0;267;
51.83;931.7;18.2;259.25;267;
45.05;798.7;18.2;274.5;267;
32.53;560.3;18.2;289.75;267;
0.0;8.7;16.6;305.0;267;
0.0;0.0;0.0;0.0;268;
30.88;197.4;13.8;15.25;268;
40.64;415.3;15.1;30.5;268;
47.42;583.6;15.1;45.75;268;
51.42;700.0;15.1;61.0;268;
53.65;763.5;15.1;76.25;268;
54.59;799.2;15.1;91.5;268;
55.0;819.2;15.1;106.75;268;
55.0;827.0;15.1;122.0;268;
55.0;828.6;15.1;137.25;268;
55.0;828.6;15.1;152.5;268;
55.0;828.6;15.1;167.75;268;
55.0;828.6;15.1;183.0;268;
55.0;828.6;15.1;198.25;268;
55.0;828.6;15.1;213.5;268;
55.0;828.6;15.1;228.75;268;
55.0;819.9;15.1;244.0;268;
51.83;770.0;15.1;259.25;268;
45.06;658.4;15.1;274.5;268;
32.53;458.8;15.1;289.75;268;
0.0;6.2;13.5;305.0;268;
32.02;189.1;4.53;0.0;272;
33.99;232.9;9.46;11.735;272;
34.0;348.0;14.0;23.47;272;
34.0;427.2;14.0;35.205;272;
34.0;465.2;14.0;46.94;272;
34.0;471.7;14.0;58.675;272;
34.0;474.1;14.0;70.41;272;
34.0;474.2;14.0;82.145;272;
34.0;474.2;14.0;93.88;272;
34.0;474.2;14.0;105.615;272;
34.0;474.2;14.0;117.35;272;
34.0;474.2;14.0;129.08499999999998;272;
34.0;474.2;14.0;140.82;272;
34.0;474.2;14.0;152.555;272;
34.0;471.2;14.0;164.29;272;
34.0;446.4;14.0;176.02499999999998;272;
33.99;373.6;14.0;187.76;272;
32.63;259.2;14.0;199.495;272;
27.32;128.1;11.17;211.23;272;
16.71;37.0;4.22;222.96499999999997;272;
0.15;1.0;0.1;234.7;272;
32.02;189.1;4.53;0.0;273;
33.99;232.9;9.46;11.735;273;
34.0;348.0;14.0;23.47;273;
34.0;427.2;14.0;35.205;273;
34.0;465.2;14.0;46.94;273;
34.0;471.7;14.0;58.675;273;
34.0;474.1;14.0;70.41;273;
34.0;474.2;14.0;82.145;273;
34.0;474.2;14.0;93.88;273;
34.0;474.2;14.0;105.615;273;
34.0;474.2;14.0;117.35;273;
34.0;474.2;14.0;129.08499999999998;273;
34.0;474.2;14.0;140.82;273;
34.0;474.2;14.0;152.555;273;
34.0;471.2;14.0;164.29;273;
34.0;446.4;14.0;176.02499999999998;273;
33.99;373.6;14.0;187.76;273;
32.63;259.2;14.0;199.495;273;
27.32;128.1;11.17;211.23;273;
16.71;37.0;4.22;222.96499999999997;273;
0.15;1.0;0.1;234.7;273;
32.02;189.1;4.53;0.0;274;
33.99;232.9;9.46;11.735;274;
34.0;348.0;14.0;23.47;274;
34.0;427.2;14.0;35.205;274;
34.0;465.2;14.0;46.94;274;
34.0;471.7;14.0;58.675;274;
34.0;474.1;14.0;70.41;274;
34.0;474.2;14.0;82.145;274;
34.0;474.2;14.0;93.88;274;
34.0;474.2;14.0;105.615;274;
34.0;474.2;14.0;117.35;274;
34.0;474.2;14.0;129.08499999999998;274;
34.0;474.2;14.0;140.82;274;
34.0;474.2;14.0;152.555;274;
34.0;471.2;14.0;164.29;274;
34.0;446.4;14.0;176.02499999999998;274;
33.99;373.6;14.0;187.76;274;
32.63;259.2;14.0;199.495;274;
27.32;128.1;11.17;211.23;274;
16.71;37.0;4.22;222.96499999999997;274;
0.15;1.0;0.1;234.7;274;
32.02;189.1;4.53;0.0;275;
33.99;232.9;9.46;11.735;275;
34.0;348.0;14.0;23.47;275;
34.0;427.2;14.0;35.205;275;
34.0;465.2;14.0;46.94;275;
34.0;471.7;14.0;58.675;275;
34.0;474.1;14.0;70.41;275;
34.0;474.2;14.0;82.145;275;
34.0;474.2;14.0;93.88;275;
34.0;474.2;14.0;105.615;275;
34.0;474.2;14.0;117.35;275;
34.0;474.2;14.0;129.08499999999998;275;
34.0;474.2;14.0;140.82;275;
34.0;474.2;14.0;152.555;275;
34.0;471.2;14.0;164.29;275;
34.0;446.4;14.0;176.02499999999998;275;
33.99;373.6;14.0;187.76;275;
32.63;259.2;14.0;199.495;275;
27.32;128.1;11.17;211.23;275;
16.71;37.0;4.22;222.96499999999997;275;
0.15;1.0;0.1;234.7;275;
32.02;189.1;4.53;0.0;276;
33.99;232.9;9.46;11.735;276;
34.0;348.0;14.0;23.47;276;
34.0;427.2;14.0;35.205;276;
34.0;465.2;14.0;46.94;276;
34.0;471.7;14.0;58.675;276;
34.0;474.1;14.0;70.41;276;
34.0;474.2;14.0;82.145;276;
34.0;474.2;14.0;93.88;276;
34.0;474.2;14.0;105.615;276;
34.0;474.2;14.0;117.35;276;
34.0;474.2;14.0;129.08499999999998;276;
34.0;474.2;14.0;140.82;276;
34.0;474.2;14.0;152.555;276;
34.0;471.2;14.0;164.29;276;
34.0;446.4;14.0;176.02499999999998;276;
33.99;373.6;14.0;187.76;276;
32.63;259.2;14.0;199.495;276;
27.32;128.1;11.17;211.23;276;
16.71;37.0;4.22;222.96499999999997;276;
0.15;1.0;0.1;234.7;276;
32.02;189.1;4.53;0.0;277;
33.99;232.9;9.46;11.735;277;
34.0;348.0;14.0;23.47;277;
34.0;427.2;14.0;35.205;277;
34.0;465.2;14.0;46.94;277;
34.0;471.7;14.0;58.675;277;
34.0;474.1;14.0;70.41;277;
34.0;474.2;14.0;82.145;277;
34.0;474.2;14.0;93.88;277;
34.0;474.2;14.0;105.615;277;
34.0;474.2;14.0;117.35;277;
34.0;474.2;14.0;129.08499999999998;277;
34.0;474.2;14.0;140.82;277;
34.0;474.2;14.0;152.555;277;
34.0;471.2;14.0;164.29;277;
34.0;446.4;14.0;176.02499999999998;277;
33.99;373.6;14.0;187.76;277;
32.63;259.2;14.0;199.495;277;
27.32;128.1;11.17;211.23;277;
16.71;37.0;4.22;222.96499999999997;277;
0.15;1.0;0.1;234.7;277;
32.02;189.1;4.53;0.0;278;
33.99;232.9;9.46;11.735;278;
34.0;348.0;14.0;23.47;278;
34.0;427.2;14.0;35.205;278;
34.0;465.2;14.0;46.94;278;
34.0;471.7;14.0;58.675;278;
34.0;474.1;14.0;70.41;278;
34.0;474.2;14.0;82.145;278;
34.0;474.2;14.0;93.88;278;
34.0;474.2;14.0;105.615;278;
34.0;474.2;14.0;117.35;278;
34.0;474.2;14.0;129.08499999999998;278;
34.0;474.2;14.0;140.82;278;
34.0;474.2;14.0;152.555;278;
34.0;471.2;14.0;164.29;278;
34.0;446.4;14.0;176.02499999999998;278;
33.99;373.6;14.0;187.76;278;
32.63;259.2;14.0;199.495;278;
27.32;128.1;11.17;211.23;278;
16.71;37.0;4.22;222.96499999999997;278;
0.15;1.0;0.1;234.7;278;
32.2;189.1;5.03;0.0;279;
34.0;232.9;9.91;11.735;279;
34.0;348.0;14.4;23.47;279;
34.0;427.2;14.35;35.205;279;
34.0;465.2;14.3;46.94;279;
34.0;471.7;14.25;58.675;279;
34.0;474.1;14.2;70.41;279;
34.0;474.2;14.15;82.145;279;
34.0;474.2;14.1;93.88;279;
34.0;474.2;14.05;105.615;279;
34.0;474.2;14.0;117.35;279;
34.0;474.2;13.95;129.08499999999998;279;
34.0;474.2;13.9;140.82;279;
34.0;474.2;13.85;152.555;279;
34.0;471.2;13.8;164.29;279;
34.0;446.4;13.75;176.02499999999998;279;
33.99;373.6;13.7;187.76;279;
32.1;259.2;13.65;199.495;279;
25.71;128.1;10.77;211.23;279;
13.96;37.0;3.77;222.96499999999997;279;
0.0;1.0;0.1;234.7;279;
32.2;189.1;5.03;0.0;280;
34.0;232.9;9.91;11.735;280;
34.0;348.0;14.4;23.47;280;
34.0;427.2;14.35;35.205;280;
34.0;465.2;14.3;46.94;280;
34.0;471.7;14.25;58.675;280;
34.0;474.1;14.2;70.41;280;
34.0;474.2;14.15;82.145;280;
34.0;474.2;14.1;93.88;280;
34.0;474.2;14.05;105.615;280;
34.0;474.2;14.0;117.35;280;
34.0;474.2;13.95;129.08499999999998;280;
34.0;474.2;13.9;140.82;280;
34.0;474.2;13.85;152.555;280;
34.0;471.2;13.8;164.29;280;
34.0;446.4;13.75;176.02499999999998;280;
33.99;373.6;13.7;187.76;280;
32.1;259.2;13.65;199.495;280;
25.71;128.1;10.77;211.23;280;
13.96;37.0;3.77;222.96499999999997;280;
0.0;1.0;0.1;234.7;280;
32.2;189.1;5.03;0.0;281;
34.0;232.9;9.91;11.735;281;
34.0;348.0;14.4;23.47;281;
34.0;427.2;14.35;35.205;281;
34.0;465.2;14.3;46.94;281;
34.0;471.7;14.25;58.675;281;
34.0;474.1;14.2;70.41;281;
34.0;474.2;14.15;82.145;281;
34.0;474.2;14.1;93.88;281;
34.0;474.2;14.05;105.615;281;
34.0;474.2;14.0;117.35;281;
34.0;474.2;13.95;129.08499999999998;281;
34.0;474.2;13.9;140.82;281;
34.0;474.2;13.85;152.555;281;
34.0;471.2;13.8;164.29;281;
34.0;446.4;13.75;176.02499999999998;281;
33.99;373.6;13.7;187.76;281;
32.1;259.2;13.65;199.495;281;
25.71;128.1;10.77;211.23;281;
13.96;37.0;3.77;222.96499999999997;281;
0.0;1.0;0.1;234.7;281;
0.0;0.0;0.0;0.0;282;
32.39;94.3;5.32;11.735;282;
33.8;202.8;9.72;23.47;282;
34.0;277.0;9.58;35.205;282;
34.0;308.9;9.4;46.94;282;
34.0;311.9;9.3;58.675;282;
34.0;309.5;9.16;70.41;282;
34.0;304.9;9.02;82.145;282;
34.0;300.2;8.88;93.88;282;
34.0;295.4;8.74;105.615;282;
34.0;290.7;8.6;117.35;282;
34.0;285.9;8.46;129.08499999999998;282;
34.0;281.1;8.32;140.82;282;
34.0;276.4;8.18;152.555;282;
34.0;268.6;8.04;164.29;282;
33.98;239.0;7.9;176.02499999999998;282;
30.54;167.0;7.76;187.76;282;
20.62;80.6;7.62;199.495;282;
7.06;12.2;4.65;211.23;282;
0.0;0.0;0.0;222.96499999999997;282;
0.0;0.0;0.0;234.7;282;
21.96;98.5;6.85;0.0;283;
35.03;296.1;22.6;16.0;283;
46.14;593.7;22.6;32.0;283;
54.86;870.5;22.6;48.0;283;
59.59;1095.7;22.6;64.0;283;
60.06;1237.8;22.6;80.0;283;
60.06;1311.0;22.6;96.0;283;
60.06;1342.1;22.6;112.0;283;
60.06;1351.8;22.6;128.0;283;
60.06;1353.5;22.6;144.0;283;
60.06;1353.5;22.6;160.0;283;
60.06;1353.5;22.6;176.0;283;
60.06;1353.5;22.6;192.0;283;
60.06;1353.5;22.6;208.0;283;
60.06;1353.5;22.6;224.0;283;
60.06;1351.7;22.6;240.0;283;
60.06;1343.0;22.6;256.0;283;
58.09;1283.6;22.6;272.0;283;
51.67;1110.3;22.6;288.0;283;
36.13;765.3;22.6;304.0;283;
0.1;203.5;22.6;320.0;283;
0.0;0.0;0.0;0.0;284;
4.07;43.7;10.87;16.0;284;
23.33;161.6;10.74;32.0;284;
39.04;294.9;10.62;48.0;284;
50.14;416.5;10.49;64.0;284;
57.18;509.3;10.36;80.0;284;
60.06;568.9;10.23;96.0;284;
60.06;592.3;10.1;112.0;284;
60.06;594.4;9.98;128.0;284;
60.06;588.3;9.85;144.0;284;
60.06;580.7;9.72;160.0;284;
60.06;573.0;9.59;176.0;284;
60.06;565.3;9.46;192.0;284;
60.06;557.6;9.34;208.0;284;
60.06;549.9;9.21;224.0;284;
60.06;540.5;9.08;240.0;284;
60.06;525.0;8.95;256.0;284;
57.87;484.8;8.82;272.0;284;
50.74;395.5;8.7;288.0;284;
36.22;258.1;8.57;304.0;284;
13.01;78.4;8.44;320.0;284;
0.0;0.0;0.0;0.0;285;
4.44;4.35;4.4;2.0275;285;
7.73;11.77;4.7;4.055;285;
8.95;18.99;4.67;6.0825;285;
9.6;24.63;4.65;8.11;285;
10.04;29.67;4.62;10.1375;285;
10.3;34.02;4.59;12.165;285;
10.4;36.89;4.57;14.192499999999999;285;
10.56;38.87;4.54;16.22;285;
10.6;40.45;4.51;18.2475;285;
10.7;40.45;4.49;20.275;285;
10.82;40.45;4.46;22.3025;285;
10.84;40.4;4.43;24.33;285;
10.7;39.16;4.41;26.357499999999998;285;
10.66;37.78;4.38;28.384999999999998;285;
10.56;36.0;4.35;30.412499999999998;285;
10.34;32.44;4.33;32.44;285;
9.9;27.2;4.3;34.4675;285;
8.63;19.09;3.98;36.495;285;
5.24;8.1;3.06;38.522499999999994;285;
0.1;0.1;0.1;40.55;285;
15.0;4.2;0.53;0.0;286;
20.93;26.8;6.4;7.3;286;
22.97;70.0;6.38;14.6;286;
23.5;104.7;6.36;21.9;286;
23.5;126.6;6.34;29.2;286;
23.5;138.6;6.32;36.5;286;
23.5;143.5;6.3;43.8;286;
23.5;144.7;6.28;51.1;286;
23.5;144.7;6.26;58.4;286;
23.5;144.3;6.24;65.7;286;
23.5;143.8;6.22;73.0;286;
23.5;143.3;6.21;80.3;286;
23.5;140.5;6.19;87.6;286;
23.5;134.3;6.17;94.89999999999999;286;
23.4;123.2;6.15;102.2;286;
22.55;106.7;6.13;109.5;286;
20.42;85.4;6.11;116.8;286;
16.69;61.6;6.09;124.1;286;
11.6;38.5;6.07;131.4;286;
5.78;20.7;6.05;138.7;286;
0.1;11.7;5.72;146.0;286;
32.41;77.4;2.75;0.0;287;
32.92;88.3;3.09;11.45;287;
33.72;90.5;3.09;22.9;287;
34.42;112.5;3.74;34.349999999999994;287;
34.96;134.3;4.38;45.8;287;
35.33;149.0;5.02;57.25;287;
35.56;160.5;5.67;68.69999999999999;287;
35.67;171.0;6.31;80.14999999999999;287;
35.66;180.4;6.96;91.6;287;
35.5;187.8;7.6;103.05;287;
35.13;192.2;8.24;114.5;287;
34.47;193.1;8.88;125.94999999999999;287;
33.47;189.8;9.53;137.39999999999998;287;
32.07;181.7;10.17;148.85;287;
30.18;168.5;10.17;160.29999999999998;287;
27.62;150.6;10.17;171.75;287;
24.25;128.0;10.17;183.2;287;
19.79;100.2;10.17;194.64999999999998;287;
14.46;68.8;10.17;206.1;287;
8.05;29.6;8.25;217.54999999999998;287;
0.1;0.1;0.1;229.0;287;
32.41;77.4;2.75;0.0;288;
32.92;88.3;3.09;11.45;288;
33.72;90.5;3.09;22.9;288;
34.42;112.5;3.74;34.349999999999994;288;
34.96;134.3;4.38;45.8;288;
35.33;149.0;5.02;57.25;288;
35.56;160.5;5.67;68.69999999999999;288;
35.67;171.0;6.31;80.14999999999999;288;
35.66;180.4;6.96;91.6;288;
35.5;187.8;7.6;103.05;288;
35.13;192.2;8.24;114.5;288;
34.47;193.1;8.88;125.94999999999999;288;
33.47;189.8;9.53;137.39999999999998;288;
32.07;181.7;10.17;148.85;288;
30.18;168.5;10.17;160.29999999999998;288;
27.62;150.6;10.17;171.75;288;
24.25;128.0;10.17;183.2;288;
19.79;100.2;10.17;194.64999999999998;288;
14.46;68.8;10.17;206.1;288;
8.05;29.6;8.25;217.54999999999998;288;
0.1;0.1;0.1;229.0;288;
32.41;77.4;2.75;0.0;289;
32.92;88.3;3.09;11.45;289;
33.72;90.5;3.09;22.9;289;
34.42;112.5;3.74;34.349999999999994;289;
34.96;134.3;4.38;45.8;289;
35.33;149.0;5.02;57.25;289;
35.56;160.5;5.67;68.69999999999999;289;
35.67;171.0;6.31;80.14999999999999;289;
35.66;180.4;6.96;91.6;289;
35.5;187.8;7.6;103.05;289;
35.13;192.2;8.24;114.5;289;
34.47;193.1;8.88;125.94999999999999;289;
33.47;189.8;9.53;137.39999999999998;289;
32.07;181.7;10.17;148.85;289;
30.18;168.5;10.17;160.29999999999998;289;
27.62;150.6;10.17;171.75;289;
24.25;128.0;10.17;183.2;289;
19.79;100.2;10.17;194.64999999999998;289;
14.46;68.8;10.17;206.1;289;
8.05;29.6;8.25;217.54999999999998;289;
0.1;0.1;0.1;229.0;289;
32.41;77.4;2.75;0.0;290;
32.92;88.3;3.09;11.45;290;
33.72;90.5;3.09;22.9;290;
34.42;112.5;3.74;34.349999999999994;290;
34.96;134.3;4.38;45.8;290;
35.33;149.0;5.02;57.25;290;
35.56;160.5;5.67;68.69999999999999;290;
35.67;171.0;6.31;80.14999999999999;290;
35.66;180.4;6.96;91.6;290;
35.5;187.8;7.6;103.05;290;
35.13;192.2;8.24;114.5;290;
34.47;193.1;8.88;125.94999999999999;290;
33.47;189.8;9.53;137.39999999999998;290;
32.07;181.7;10.17;148.85;290;
30.18;168.5;10.17;160.29999999999998;290;
27.62;150.6;10.17;171.75;290;
24.25;128.0;10.17;183.2;290;
19.79;100.2;10.17;194.64999999999998;290;
14.46;68.8;10.17;206.1;290;
8.05;29.6;8.25;217.54999999999998;290;
0.1;0.1;0.1;229.0;290;
32.41;77.4;2.75;0.0;291;
32.92;88.3;3.09;11.45;291;
33.72;90.5;3.09;22.9;291;
34.42;112.5;3.74;34.349999999999994;291;
34.96;134.3;4.38;45.8;291;
35.33;149.0;5.02;57.25;291;
35.56;160.5;5.67;68.69999999999999;291;
35.67;171.0;6.31;80.14999999999999;291;
35.66;180.4;6.96;91.6;291;
35.5;187.8;7.6;103.05;291;
35.13;192.2;8.24;114.5;291;
34.47;193.1;8.88;125.94999999999999;291;
33.47;189.8;9.53;137.39999999999998;291;
32.07;181.7;10.17;148.85;291;
30.18;168.5;10.17;160.29999999999998;291;
27.62;150.6;10.17;171.75;291;
24.25;128.0;10.17;183.2;291;
19.79;100.2;10.17;194.64999999999998;291;
14.46;68.8;10.17;206.1;291;
8.05;29.6;8.25;217.54999999999998;291;
0.1;0.1;0.1;229.0;291;
32.41;77.4;2.75;0.0;292;
32.92;88.3;3.09;11.45;292;
33.72;90.5;3.09;22.9;292;
34.42;112.5;3.74;34.349999999999994;292;
34.96;134.3;4.38;45.8;292;
35.33;149.0;5.02;57.25;292;
35.56;160.5;5.67;68.69999999999999;292;
35.67;171.0;6.31;80.14999999999999;292;
35.66;180.4;6.96;91.6;292;
35.5;187.8;7.6;103.05;292;
35.13;192.2;8.24;114.5;292;
34.47;193.1;8.88;125.94999999999999;292;
33.47;189.8;9.53;137.39999999999998;292;
32.07;181.7;10.17;148.85;292;
30.18;168.5;10.17;160.29999999999998;292;
27.62;150.6;10.17;171.75;292;
24.25;128.0;10.17;183.2;292;
19.79;100.2;10.17;194.64999999999998;292;
14.46;68.8;10.17;206.1;292;
8.05;29.6;8.25;217.54999999999998;292;
0.1;0.1;0.1;229.0;292;
32.41;77.4;2.75;0.0;293;
32.92;88.3;3.09;11.45;293;
33.72;90.5;3.09;22.9;293;
34.42;112.5;3.74;34.349999999999994;293;
34.96;134.3;4.38;45.8;293;
35.33;149.0;5.02;57.25;293;
35.56;160.5;5.67;68.69999999999999;293;
35.67;171.0;6.31;80.14999999999999;293;
35.66;180.4;6.96;91.6;293;
35.5;187.8;7.6;103.05;293;
35.13;192.2;8.24;114.5;293;
34.47;193.1;8.88;125.94999999999999;293;
33.47;189.8;9.53;137.39999999999998;293;
32.07;181.7;10.17;148.85;293;
30.18;168.5;10.17;160.29999999999998;293;
27.62;150.6;10.17;171.75;293;
24.25;128.0;10.17;183.2;293;
19.79;100.2;10.17;194.64999999999998;293;
14.46;68.8;10.17;206.1;293;
8.05;29.6;8.25;217.54999999999998;293;
